release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,8,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,9,MMMU-Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,alias,version_alias,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,10,Blueprint-Bench 2,benchmark_blueprint_bench_2,Blueprint-Bench 2,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion,none_identified
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,11,MRCR v2 (8-needle),benchmark_mrcr_v2,MRCR v2,alias,version_alias,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; version_instability
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,12,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,13,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
37,Google::Gemini 3.5 Flash::2026-05-19,Google,Gemini 3.5 Flash,2026-05-19,14,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Coding/Engineering; General/Commonsense; Other Specialized; STEM/Math,coding; domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; unclear_metric; version_instability
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,1,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,2,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,3,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,4,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,5,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,document_understanding; domain_expertise; instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; unclear_metric
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,6,Finance Agent v2,benchmark_finance_agent_v2,Finance Agent v2,canonical,exact,Others(vals.ai),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Finance,agentic_task_completion,none_identified
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,7,Super-Agent benchmark,benchmark_super_agent_benchmark,Super-Agent benchmark,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion,none_identified
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,8,CursorBench,benchmark_cursorbench,CursorBench,canonical,exact,Others(Cursor),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; unclear_metric; version_instability
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,9,Legal Agent Benchmark,benchmark_legal_agent_benchmark,Legal Agent Benchmark,canonical,exact,Others(Harvey),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,10,Online-Mind2Web,benchmark_online_mind2web,Online-Mind2Web,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; computer_use; instruction_following; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
38,Anthropic::Claude 4.8 (Opus)::2026-05-28,Anthropic,Claude 4.8 (Opus),2026-05-28,11,Misaligned behavior,benchmark_automated_behavioral_audit,automated behavioral audit,alias,legacy_name,Anthropic,Anthropic,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; safety_or_refusal; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,1,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,2,FrontierCode (Diamond),benchmark_frontiercode_diamond,FrontierCode (Diamond),canonical,exact,Others(Cognition),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,3,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,document_understanding; domain_expertise; instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; unclear_metric
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,4,GDP.pdf,benchmark_gdp_pdf,gdp.pdf,alias,case_variant,Others(Surge AI),none,Independent/industry,False,Multimodal Perception,Specialized (Law/Bio/Finance),Multimodal Perception,Other Specialized,multimodal_understanding,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,5,Blueprint-Bench 2,benchmark_blueprint_bench_2,Blueprint-Bench 2,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,6,AutomationBench,benchmark_automationbench,AutomationBench,canonical,exact,"Academia, Others(Zapier)",none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,7,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,8,Legal Agent Benchmark,benchmark_legal_agent_benchmark,Legal Agent Benchmark,canonical,exact,Others(Harvey),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,9,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,10,BioMysteryBench,benchmark_biomysterybench,BioMysteryBench,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Bio/Medicine,domain_expertise,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,11,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,12,ExploitBench,benchmark_exploitbench,ExploitBench,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,13,HealthBench Professional,benchmark_healthbench_professional,HealthBench Professional,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Bio/Medicine,domain_expertise,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,14,Hebbia's Finance Benchmark,benchmark_hebbia_s_finance_benchmark,Hebbia's Finance Benchmark,canonical,exact,Others(Hebbia),none,Independent/industry,False,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Finance,domain_expertise,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,15,IMC trading-analysis evaluations,benchmark_imc_trading_analysis_evaluations,IMC trading-analysis evaluations,canonical,exact,Others(IMC),none,Independent/industry,False,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Other Specialized,domain_expertise,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,16,automated alignment assessment,benchmark_automated_alignment_assessment,automated alignment assessment,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,17,CursorBench,benchmark_cursorbench,CursorBench,canonical,exact,Others(Cursor),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; unclear_metric; version_instability
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,18,FrontierBench,benchmark_frontierbench,FrontierBench,canonical,exact,Others(Cognition),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,19,core analytics benchmark,benchmark_core_analytics_benchmark,core analytics benchmark,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,20,ViBench,benchmark_vibench,ViBench,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,21,everyday spreadsheet suite,benchmark_everyday_spreadsheet_suite,everyday spreadsheet suite,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,22,Firefox,benchmark_firefox,Firefox,canonical,exact,"Anthropic, Others(Mozilla)",Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,23,OSS-Fuzz,benchmark_oss_fuzz,OSS-Fuzz,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,provider_created_benchmark
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,24,CyberGym,benchmark_cybergym,CyberGym,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Cybersecurity,agentic_task_completion; coding; domain_expertise; reasoning; tool_use,construct_validity_risk; contamination_risk; version_instability
39,Anthropic::Claude 5 (Fable/Mythos)::2026-06-09,Anthropic,Claude 5 (Fable/Mythos),2026-06-09,25,CyScenarioBench,benchmark_cyscenariobench,CyScenarioBench,canonical,exact,Others(Irregular),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,1,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,2,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,3,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,4,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,5,GDPval-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,6,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,7,Eve's plaintiff-law tasks,benchmark_eve_s_plaintiff_law_tasks,Eve's plaintiff-law tasks,canonical,exact,Others(Eve),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Law,agentic_task_completion,none_identified
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,8,automated behavioral audit,benchmark_automated_behavioral_audit,automated behavioral audit,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; safety_or_refusal; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
40,Anthropic::Claude 5 (Sonnet)::2026-06-30,Anthropic,Claude 5 (Sonnet),2026-06-30,9,Firefox 147 exploit evaluation,benchmark_firefox_147_exploit_evaluation,Firefox 147 exploit evaluation,canonical,exact,"Anthropic, Others(Mozilla)",Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,provider_created_benchmark
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,1,Agents' Last Exam,benchmark_agents_last_exam,Agents' Last Exam,canonical,exact,"Academia, Others(Berkeley RDI; RDI Foundation)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,2,GDPval-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,3,Management Consulting Tasks (Internal),benchmark_management_consulting_tasks_internal,Management Consulting Tasks (Internal),canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,private_or_opaque_eval
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,4,Big Finance Bench,benchmark_big_finance_bench,Big Finance Bench,canonical,exact,Others(Rogo),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Finance,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,5,Artificial Analysis Intelligence Index v4.1,benchmark_artificial_analysis_intelligence_index_v4_1,Artificial Analysis Intelligence Index v4.1,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Generative Reasoning,General/Commonsense,Generative Reasoning,General/Commonsense,reasoning,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,6,Artificial Analysis Coding Agent Index v1.1,benchmark_artificial_analysis_coding_agent_index_v1_1,Artificial Analysis Coding Agent Index v1.1,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,7,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,8,DeepSWE v1.1,benchmark_deepswe_v1_1,DeepSWE v1.1,canonical,exact,Others(DataCurve),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,9,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,10,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,11,SEC-Bench Pro,benchmark_sec_bench_pro,SEC-Bench Pro,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,12,CursorBench,benchmark_cursorbench,CursorBench,canonical,exact,Others(Cursor),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; unclear_metric; version_instability
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,13,agentic code-review tests,benchmark_agentic_code_review_tests,agentic code-review tests,canonical,exact,Others(Qodo),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,14,internal and external PR benchmarks,benchmark_internal_and_external_pr_benchmarks,internal and external PR benchmarks,canonical,exact,Others(Qodo),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion,private_or_opaque_eval
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,15,Model ML's FinBench,benchmark_model_ml_s_finbench,Model ML's FinBench,canonical,exact,Others(Model ML),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,16,seven-task benchmark,benchmark_seven_task_benchmark,seven-task benchmark,canonical,exact,Others(Triple Whale),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering,coding,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,17,early design evals,benchmark_early_design_evals,early design evals,canonical,exact,Others(Canva),none,Independent/industry,False,Generative Reasoning,General/Commonsense,Generative Reasoning,General/Commonsense,reasoning,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,18,combined evaluation suite,benchmark_combined_evaluation_suite,combined evaluation suite,canonical,exact,Others(Clio),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,none_identified
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,19,Legora's internal eval harness,benchmark_legora_s_internal_eval_harness,Legora's internal eval harness,canonical,exact,Others(Legora),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,private_or_opaque_eval
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,20,GeneBench Pro,benchmark_genebench_pro,GeneBench Pro,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,provider_created_benchmark
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,21,LifeSciBench,benchmark_lifescibench,LifeSciBench,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized,agentic_task_completion,provider_created_benchmark
41,OpenAI::GPT-5.6::2026-07-09,OpenAI,GPT-5.6,2026-07-09,22,MedChemBench (Internal),benchmark_medchembench_internal,MedChemBench (Internal),canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Other Specialized,domain_expertise,private_or_opaque_eval
